Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area,Item,hg/ha_yield
1996,216.0,616.0,23.96,Iraq,Potatoes,177576
1992,593.0,27110.0,16.91,Turkey,Soybeans,20652
2010,1712.0,1450.54,26.83,Sri Lanka,Maize,28061
1999,1622.0,22761.0,27.34,Thailand,"Rice, paddy",24244
2011,593.0,39534.43,19.36,Turkey,"Rice, paddy",90559
2012,447.0,516.35,13.0,Azerbaijan,Sorghum,1500
1995,1083.0,61257.0,26.15,India,Wheat,25590
2004,758.0,26433.14,21.24,Mexico,Sweet potatoes,218597
1992,1083.0,70791.0,26.09,India,Sweet potatoes,82835
1998,748.0,111.41,28.95,Burkina Faso,Sweet potatoes,56110
2005,1668.0,63829.77,15.75,Japan,Potatoes,316341
2004,2666.0,5587.81,26.14,Bangladesh,Maize,48243
2009,1083.0,28707.01,25.38,India,Potatoes,188103
2013,51.0,13653.0,22.91,Egypt,Potatoes,266276
1994,534.0,21057.0,11.6,Australia,"Rice, paddy",81537
1994,494.0,6183.0,26.36,Pakistan,Sorghum,6011
1994,1622.0,20448.0,27.76,Thailand,Soybeans,13344
1999,1180.0,88.0,23.52,Uganda,Plantains and others,57000
2008,537.0,53707.3,7.5,Canada,Wheat,28575
2007,636.0,39286.0,11.89,Spain,Soybeans,26744
2012,495.0,26857.0,19.14,South Africa,Sweet potatoes,30138
2000,1083.0,44957.52,26.49,India,Wheat,27785
1992,74.0,3.0,26.22,Qatar,Wheat,23088
1994,1181.0,173.19,20.59,Malawi,Sorghum,3059
2000,2702.0,1597.0,25.46,Indonesia,Soybeans,12335
2011,495.0,26857.0,18.75,South Africa,Sorghum,22399
2011,1083.0,55540.0,25.53,India,Sweet potatoes,92456
2001,1083.0,43720.04,25.76,India,Sorghum,7715
1998,591.0,62397.0,17.52,Argentina,Potatoes,293744
1991,1083.0,72133.0,26.7,India,Potatoes,162540
2000,1500.0,111.72,15.13,Nepal,"Rice, paddy",27028
1992,700.0,29542.0,10.38,Germany,Potatoes,301928
2013,1668.0,52794.3,16.02,Japan,Potatoes,302133
2009,1651.0,449.26,27.37,Guinea,Maize,16318
1991,867.0,103434.0,10.6,France,Wheat,66764
1990,534.0,17866.0,20.06,Australia,Sweet potatoes,137140
2000,494.0,27885.0,23.6,Pakistan,Sweet potatoes,109771
2004,686.0,419.97,25.38,Senegal,Sorghum,7754
2010,1761.0,342580.0,19.01,Brazil,"Rice, paddy",41271
1991,2702.0,3259.0,27.21,Indonesia,Cassava,120946
1996,1604.0,180.08,25.0,Cameroon,Maize,18750
2001,1604.0,687.0,25.01,Cameroon,Maize,24404
2008,686.0,603.9,25.5,Senegal,Sorghum,10089
1997,562.0,41.46,9.1,Armenia,Wheat,17009
2001,92.0,39.09,28.28,Mauritania,Maize,10016
2008,3142.0,105.0,25.17,Papua New Guinea,Potatoes,44545
1996,1604.0,180.08,25.0,Cameroon,Plantains and others,55603
2006,778.0,10461.35,10.97,Netherlands,Wheat,83940
2007,2702.0,1597.0,27.49,Indonesia,"Rice, paddy",47052
1996,2274.0,2407.0,21.69,Ecuador,Wheat,6176
1997,534.0,34091.0,18.94,Australia,Wheat,18412
2001,1083.0,43720.04,25.95,India,Wheat,27081
2004,3240.0,105514.19,27.3,Colombia,Plantains and others,78520
2006,1083.0,37423.0,26.99,India,Sorghum,8803
1994,656.0,713.0,6.3,Lithuania,Maize,13956
2004,1083.0,35113.0,26.22,India,Soybeans,9082
1999,250.0,4720.28,7.09,Kazakhstan,Soybeans,13000
2009,2702.0,1597.0,25.54,Indonesia,"Rice, paddy",49985
2009,537.0,54529.4,4.71,Canada,Wheat,27897
1999,758.0,34468.93,25.03,Mexico,Wheat,46310
1996,537.0,35240.8,5.81,Canada,Maize,69141
1996,1110.0,3565.0,7.4,Austria,Wheat,50069
2011,1274.0,75.64,21.23,Burundi,Soybeans,7764
1999,1083.0,46195.0,26.42,India,"Rice, paddy",29782
1995,1668.0,79821.18,12.98,Japan,Maize,25000
2000,2051.0,909.71,26.96,Jamaica,Maize,11487
2010,1181.0,584.12,21.34,Malawi,"Rice, paddy",18631
1999,591.0,62831.39,17.71,Argentina,Sorghum,43845
2000,3142.0,105.0,25.4,Papua New Guinea,Cassava,109091
2012,1668.0,54716.4,13.11,Japan,Maize,26154
1995,589.0,7715.0,10.34,Hungary,Sorghum,16697
2000,447.0,148.68,12.61,Azerbaijan,"Rice, paddy",50191
1996,1083.0,56114.0,26.65,India,Wheat,24828
2010,1083.0,40093.69,26.81,India,Sweet potatoes,92069
1995,89.0,2697.09,17.36,Algeria,Potatoes,136768
2000,495.0,26857.0,15.13,South Africa,Wheat,25997
2013,636.0,54197.0,12.68,Spain,"Rice, paddy",77902
2012,241.0,71.0,11.53,Montenegro,Potatoes,118033
1990,1083.0,75000.0,25.77,India,Soybeans,10145
2005,1181.0,295.51,21.37,Malawi,Potatoes,90371
2007,447.0,148.68,12.75,Azerbaijan,Potatoes,154570
2007,593.0,48715.51,12.91,Turkey,Soybeans,35350
2008,1513.0,112.11,19.79,Madagascar,"Rice, paddy",30495
1995,92.0,39.09,27.7,Mauritania,Sweet potatoes,9988
2012,495.0,26857.0,19.14,South Africa,Sorghum,27806
1999,1083.0,46195.0,25.74,India,Wheat,25901
1994,1083.0,61357.0,24.84,India,Sorghum,7786
2000,1537.0,1576.9,8.54,Switzerland,Potatoes,424362
2000,1083.0,44957.52,25.58,India,Potatoes,186443
2007,1083.0,27422.77,27.55,India,Potatoes,164101
1995,216.0,816.0,23.32,Iraq,Soybeans,14000
1994,1083.0,61357.0,26.46,India,Potatoes,166101
1996,494.0,11955.0,27.17,Pakistan,Maize,15884
1990,346.0,9364.0,18.17,Morocco,Soybeans,16181
1990,1020.0,1080.0,21.43,Zambia,Maize,14316
1993,624.0,1466.0,6.98,Sweden,Wheat,58993
2012,3240.0,48727.73,27.56,Colombia,Soybeans,26639
1997,1083.0,52279.0,24.83,India,Sweet potatoes,84850
1997,2702.0,1597.0,27.37,Indonesia,Sweet potatoes,94532
1993,56.0,87.0,19.51,Libya,Maize,12878
1990,534.0,17866.0,14.16,Australia,Wheat,16344
2006,416.0,17.0,18.97,Botswana,Sorghum,5024
2008,1414.0,800.9,4.16,Norway,Potatoes,278193
1997,1784.0,3164.62,26.48,El Salvador,Sweet potatoes,62976
2001,1622.0,30629.67,27.81,Thailand,Soybeans,14775
1997,447.0,148.68,11.89,Azerbaijan,Sorghum,833
1995,1537.0,1826.3,7.65,Switzerland,Soybeans,27750
2013,494.0,0.92,27.21,Pakistan,Potatoes,218059
1999,1410.0,5398.0,26.62,Dominican Republic,Yams,59554
2011,661.0,1816.0,19.67,Lebanon,Sorghum,19565
2005,608.0,2232.25,8.58,Bulgaria,"Rice, paddy",44801
1998,534.0,37215.0,13.61,Australia,Wheat,19153
2007,1083.0,27422.77,26.58,India,Maize,23352
1991,92.0,39.09,27.38,Mauritania,Yams,65315
1998,1083.0,49157.0,25.87,India,Maize,17969
1998,1761.0,118930.56,26.08,Brazil,Maize,27964
2009,1761.0,335742.0,24.98,Brazil,Cassava,138613
2001,1712.0,1705.05,26.63,Sri Lanka,Sorghum,7143
1997,1668.0,79821.18,15.39,Japan,Wheat,36387
2001,1010.0,40.0,24.43,Angola,Wheat,16667
1992,2387.0,289.9,27.13,Guyana,"Rice, paddy",35106
1991,589.0,8069.0,9.66,Hungary,Wheat,51900
2002,591.0,64134.56,18.07,Argentina,Sweet potatoes,155890
2002,1274.0,98.1,21.45,Burundi,Yams,58376
2000,1761.0,140423.0,18.01,Brazil,Wheat,15156
2010,1668.0,55576.0,16.01,Japan,Maize,25642
2011,250.0,10656.6,6.54,Kazakhstan,Maize,49864
1995,2274.0,2658.0,21.96,Ecuador,"Rice, paddy",32622
2009,2051.0,909.71,27.42,Jamaica,"Rice, paddy",40541
2009,1761.0,335742.0,18.38,Brazil,"Rice, paddy",44049
2009,1180.0,88.0,24.18,Uganda,Sorghum,11009
2007,2666.0,10962.31,25.95,Bangladesh,Maize,59812
2007,657.0,3199.63,20.75,Zimbabwe,Sorghum,3332
1999,1668.0,79821.18,15.93,Japan,Soybeans,17301
1997,1181.0,173.19,20.62,Malawi,"Rice, paddy",16273
1992,1083.0,70791.0,26.32,India,Soybeans,8947
1998,51.0,4715.0,21.29,Egypt,Potatoes,223302
2010,250.0,6283.85,6.96,Kazakhstan,Maize,48331
1994,1083.0,61357.0,25.22,India,Soybeans,9106
1994,758.0,34468.93,25.05,Mexico,Maize,22255
1998,758.0,34468.93,23.61,Mexico,Sweet potatoes,187500
2012,758.0,64512.22,21.52,Mexico,Cassava,122330
1990,758.0,34468.93,19.63,Mexico,Wheat,42143
2006,630.0,1578.0,16.92,Kenya,Yams,95024
1991,1083.0,72133.0,26.54,India,Sorghum,6553
2008,1212.0,321.75,19.56,Rwanda,Cassava,103117
1997,1220.0,35490.0,9.94,United Kingdom,Potatoes,429656
2004,3240.0,105514.19,27.3,Colombia,Yams,117050
2010,2051.0,909.71,27.09,Jamaica,Cassava,185271
2000,1761.0,140423.0,26.82,Brazil,Yams,91522
2004,1083.0,35113.0,25.98,India,"Rice, paddy",29756
1999,51.0,4823.0,21.46,Egypt,Maize,75174
1993,92.0,39.09,27.37,Mauritania,Sorghum,5856
2005,2041.0,698.23,24.16,Mauritius,Potatoes,213306
2009,758.0,61690.08,25.72,Mexico,Cassava,143440
1990,1738.0,3134.0,16.84,Peru,Sweet potatoes,159470
2008,1083.0,14485.33,26.51,India,Sorghum,10209
1994,494.0,6183.0,26.87,Pakistan,Maize,15004
1994,2274.0,2670.0,21.8,Ecuador,Sorghum,8923
1993,1083.0,66388.0,27.24,India,Maize,16015
2000,1220.0,33031.28,8.48,United Kingdom,Wheat,80075
1996,1500.0,70.43,15.37,Nepal,Potatoes,84750
2008,1083.0,14485.33,25.23,India,Sweet potatoes,88943
2008,89.0,11556.12,17.55,Algeria,"Rice, paddy",13952
2007,1996.0,22883.17,19.9,Guatemala,Sweet potatoes,60000
1991,593.0,24343.0,11.2,Turkey,Soybeans,22222
1994,691.0,714.0,8.01,Tajikistan,Maize,18000
2011,1761.0,345026.0,18.01,Brazil,Sweet potatoes,124266
1990,832.0,100596.4,12.83,Italy,Sweet potatoes,214829
1996,1083.0,56114.0,25.79,India,Potatoes,169913
1997,1414.0,735.43,3.87,Norway,Potatoes,262343
1999,1668.0,79821.18,15.93,Japan,Maize,24000
2005,534.0,34310.0,20.71,Australia,Sorghum,26629
2007,593.0,48715.51,14.98,Turkey,Wheat,21675
1998,832.0,84117.0,12.96,Italy,Sweet potatoes,171429
1996,1118.0,1577.0,8.85,Ireland,Wheat,89965
2009,1500.0,209.52,15.91,Nepal,Potatoes,133263
1994,1414.0,848.0,2.74,Norway,Wheat,28362
2006,285.0,56.0,19.42,Namibia,Sorghum,2911
1991,1668.0,79821.18,15.6,Japan,Soybeans,14013
2009,1622.0,67933.0,27.79,Thailand,Potatoes,165948
2001,1113.0,2539.25,10.74,Croatia,Soybeans,22066
2004,608.0,2361.0,9.18,Bulgaria,Maize,55400
1994,652.0,6341.0,18.47,Greece,"Rice, paddy",80813
1990,1513.0,128.41,19.62,Madagascar,Maize,9848
2007,1996.0,22883.17,19.9,Guatemala,Maize,23219
1995,1761.0,92967.22,18.89,Brazil,Wheat,15420
2001,51.0,5039.0,22.33,Egypt,Sorghum,57964
2000,1622.0,20334.0,27.52,Thailand,Maize,36715
2011,1668.0,51796.3,15.71,Japan,Soybeans,16006
2013,1976.0,7194.91,24.86,Honduras,Maize,16214
1996,1410.0,3493.0,26.29,Dominican Republic,Yams,58904
2009,2274.0,9666.87,22.01,Ecuador,Plantains and others,49631
1998,1761.0,118930.56,28.76,Brazil,Yams,91823
1996,56.0,87.0,19.24,Libya,Wheat,7294
1996,1761.0,101621.67,25.45,Brazil,Wheat,18334
2002,758.0,16189.88,25.07,Mexico,Soybeans,15318
2011,1083.0,55540.0,24.5,India,Cassava,364770
2011,1083.0,55540.0,25.45,India,Soybeans,11998
1996,593.0,30286.0,19.47,Turkey,Soybeans,24390
1990,758.0,34468.93,19.27,Mexico,Wheat,42143
2008,1410.0,5409.43,26.56,Dominican Republic,Sweet potatoes,71031
1994,758.0,34468.93,19.79,Mexico,Sorghum,29566
1990,1651.0,80.0,27.08,Guinea,Plantains and others,51333
2005,495.0,26857.0,16.29,South Africa,Maize,36351
2013,1083.0,45620.0,27.11,India,Cassava,349594
1994,2702.0,1597.0,26.56,Indonesia,Maize,22091
2009,1083.0,28707.01,26.31,India,"Rice, paddy",32366
2010,2666.0,13283.72,26.65,Bangladesh,Soybeans,17090
2007,59.0,4216.71,26.58,Saudi Arabia,Potatoes,235025
1995,758.0,34468.93,22.79,Mexico,Sorghum,30385
2010,1083.0,40093.69,26.61,India,Wheat,28395
1998,1020.0,1670.0,21.32,Zambia,Soybeans,10595
2002,2875.0,39406.48,27.57,Malaysia,Maize,30435
1990,1761.0,49695.0,24.64,Brazil,Sweet potatoes,101661
2010,1668.0,55576.0,15.87,Japan,Wheat,27612
2001,652.0,10725.0,18.67,Greece,Maize,103463
2000,92.0,39.09,27.66,Mauritania,Yams,62685
1995,636.0,27852.0,17.33,Spain,"Rice, paddy",60459
2007,624.0,2157.0,8.16,Sweden,Wheat,62571
2010,494.0,2968.44,28.0,Pakistan,"Rice, paddy",30588
1991,2702.0,3259.0,27.04,Indonesia,Potatoes,132721
2010,1083.0,40093.69,25.54,India,Potatoes,199299
1993,1083.0,66388.0,25.97,India,Wheat,23267
1998,3240.0,60687.0,23.07,Colombia,Cassava,90321
1990,593.0,29918.0,17.94,Turkey,Maize,40803
2002,636.0,40727.0,17.51,Spain,Wheat,28347
1999,854.0,15411.0,16.09,Portugal,Wheat,15986
1997,1083.0,52279.0,24.55,India,Wheat,26789
2000,686.0,491.03,25.26,Senegal,Sweet potatoes,100092
1997,282.0,24.28,27.38,Mali,Soybeans,16010
2013,56.0,3548.0,19.93,Libya,Wheat,7955
2013,1083.0,45620.0,27.44,India,Potatoes,227606
2012,2274.0,11469.74,22.16,Ecuador,Soybeans,16923
1991,1761.0,58349.44,27.21,Brazil,Yams,91353
1993,2274.0,1844.0,21.86,Ecuador,Plantains and others,93053
1999,1187.0,114.13,26.74,Ghana,"Rice, paddy",19919
1995,74.0,4.0,27.16,Qatar,Potatoes,91667
2011,534.0,47632.99,17.71,Australia,"Rice, paddy",95441
1993,494.0,4945.0,27.72,Pakistan,Maize,13983
2008,1761.0,312637.0,17.88,Brazil,Wheat,25497
1999,636.0,33614.0,17.43,Spain,Wheat,20987
1992,1761.0,67003.89,24.24,Brazil,Potatoes,140432
2012,562.0,278.72,10.2,Armenia,Maize,62215
1999,1651.0,205.71,27.12,Guinea,Sweet potatoes,38122
1998,630.0,4114.0,16.53,Kenya,Soybeans,8204
1991,1996.0,12004.33,19.91,Guatemala,Maize,18442
2010,656.0,1803.77,6.14,Lithuania,Maize,66901
2001,758.0,31373.3,20.15,Mexico,Soybeans,16503
1992,1083.0,70791.0,25.91,India,"Rice, paddy",26092
2001,1712.0,1705.05,26.63,Sri Lanka,Cassava,85560
2007,1784.0,1940.78,26.02,El Salvador,"Rice, paddy",74651
2011,1083.0,55540.0,27.02,India,Cassava,364770
1998,1738.0,4374.0,18.13,Peru,Sorghum,35932
1992,636.0,31839.0,16.35,Spain,Potatoes,201457
1995,630.0,4607.0,16.52,Kenya,Potatoes,96575
1999,1110.0,3418.6,9.17,Austria,Potatoes,307044
2005,1622.0,43831.0,27.92,Thailand,Soybeans,15838
2004,1761.0,214725.0,24.24,Brazil,Yams,92345
1990,1083.0,75000.0,24.37,India,Potatoes,157136
1994,494.0,6183.0,24.78,Pakistan,Potatoes,133171
1997,608.0,3262.25,8.26,Bulgaria,Soybeans,9750
2005,591.0,65437.73,17.83,Argentina,Cassava,100000
2007,1083.0,27422.77,25.59,India,Maize,23352
1992,534.0,22234.0,11.21,Australia,"Rice, paddy",88346
1990,495.0,16582.0,20.56,South Africa,Sorghum,17398
1998,1118.0,2257.0,9.71,Ireland,Wheat,80310
2000,151.0,62.0,29.43,Niger,Maize,6154
1991,537.0,29477.5,5.82,Canada,Potatoes,96637
1992,1083.0,70791.0,26.41,India,Wheat,23940
1990,282.0,95.7,27.61,Mali,Yams,45091
2000,1761.0,140423.0,24.36,Brazil,Wheat,15156
1994,1083.0,61357.0,26.74,India,Cassava,245277
2013,534.0,45177.18,19.98,Australia,Soybeans,22336
2005,593.0,40332.0,19.44,Turkey,Soybeans,33721
2008,641.0,1033.0,7.67,Latvia,Potatoes,178148
1998,1083.0,49157.0,25.46,India,Potatoes,146020
2012,641.0,1396.96,5.96,Latvia,Wheat,43695
2000,593.0,33471.0,17.97,Turkey,"Rice, paddy",60492
2009,282.0,4.12,27.89,Mali,Cassava,180749
2010,1761.0,342580.0,28.18,Brazil,Cassava,139499
2005,854.0,16353.0,16.43,Portugal,Yams,156771
1994,2702.0,1597.0,26.56,Indonesia,Potatoes,156474
1994,151.0,62.0,29.05,Niger,Sorghum,1518
2008,74.0,68.0,27.92,Qatar,Wheat,30000
1999,1485.0,502.86,16.57,Albania,Maize,37455
2006,2702.0,1597.0,25.66,Indonesia,Cassava,162829
2012,657.0,3375.53,20.52,Zimbabwe,"Rice, paddy",22581
2005,494.0,7914.31,26.04,Pakistan,Sorghum,5998
2010,1604.0,1160.63,25.7,Cameroon,Maize,19741
1995,1300.0,2413.02,16.66,Uruguay,Maize,24528
2005,1180.0,88.0,24.29,Uganda,Plantains and others,54000
1996,346.0,11806.86,17.97,Morocco,Sweet potatoes,163636
1998,1622.0,19212.0,28.44,Thailand,"Rice, paddy",24180
2004,656.0,1023.6,6.43,Lithuania,Potatoes,128802
1994,1083.0,61357.0,25.71,India,Sorghum,7786
1993,494.0,4945.0,23.08,Pakistan,"Rice, paddy",27397
1993,494.0,4945.0,25.04,Pakistan,Sorghum,5821
1991,534.0,17866.0,16.78,Australia,Soybeans,15551
2013,1410.0,6316.61,26.88,Dominican Republic,Plantains and others,199939
1993,1180.0,71.0,23.62,Uganda,Wheat,18000
2012,652.0,8002.2,18.82,Greece,"Rice, paddy",74926
2010,534.0,42169.39,12.37,Australia,Sorghum,30279
2005,778.0,10703.85,10.48,Netherlands,Maize,88201
2005,832.0,84647.0,12.16,Italy,Sorghum,58558
1995,2702.0,1597.0,27.32,Indonesia,Soybeans,11371
2013,637.0,6947.9,13.94,Romania,Sorghum,23726
2013,1083.0,45620.0,26.69,India,Sorghum,8502
2013,630.0,1578.0,16.91,Kenya,Sweet potatoes,124706
2010,618.0,8306.31,6.71,Belarus,Maize,49306
2010,1440.0,27.85,27.19,Haiti,Sorghum,9161
1994,534.0,21057.0,16.43,Australia,Maize,46620
2010,282.0,3.84,28.18,Mali,Maize,26886
1999,2702.0,1597.0,27.17,Indonesia,Cassava,121763
1994,534.0,21057.0,13.52,Australia,Maize,46620
2008,494.0,4946.79,23.21,Pakistan,Wheat,24514
2008,1761.0,312637.0,17.88,Brazil,Soybeans,28162
1998,1220.0,35422.0,10.0,United Kingdom,Wheat,75542
2004,1083.0,35113.0,24.85,India,Maize,19073
2000,686.0,491.03,25.26,Senegal,Potatoes,111628
1997,537.0,38258.2,8.23,Canada,Soybeans,25837
1998,534.0,37215.0,18.05,Australia,Sweet potatoes,276923
1995,534.0,25598.0,16.14,Australia,Maize,48263
1996,1761.0,101621.67,17.83,Brazil,Yams,91837
1997,1513.0,139.89,19.97,Madagascar,Maize,9368
1996,593.0,30286.0,19.47,Turkey,Maize,36396
2001,1032.0,26.05,21.94,Mozambique,Sorghum,5738
1995,494.0,7681.0,26.09,Pakistan,Potatoes,139418
1990,1761.0,49695.0,18.47,Brazil,Cassava,125529
1992,2274.0,2012.0,21.94,Ecuador,Maize,10416
1998,1274.0,107.29,21.56,Burundi,"Rice, paddy",29927
1990,89.0,1828.92,17.48,Algeria,Potatoes,78936
1996,854.0,12457.0,16.12,Portugal,Potatoes,145807
1999,494.0,20450.0,25.5,Pakistan,Soybeans,15078
2002,3142.0,105.0,25.48,Papua New Guinea,Yams,175000
2006,1220.0,22588.09,10.02,United Kingdom,Potatoes,415887
1994,1180.0,59.0,23.6,Uganda,Potatoes,83636
2008,537.0,53707.3,5.01,Canada,Potatoes,126065
1993,534.0,23899.0,13.81,Australia,"Rice, paddy",76400
2006,1020.0,1670.0,21.05,Zambia,Sorghum,6013
2008,494.0,4946.79,27.23,Pakistan,Potatoes,164550
1998,1083.0,49157.0,25.77,India,Soybeans,11001
1994,494.0,6183.0,26.87,Pakistan,Soybeans,8011
2007,1342.0,22.87,25.88,Central African Republic,Plantains and others,29078
2001,346.0,13842.57,18.56,Morocco,"Rice, paddy",52773
1998,1513.0,88.26,20.11,Madagascar,Maize,8306
1992,1083.0,70791.0,26.82,India,Potatoes,160294
1992,758.0,34468.93,17.33,Mexico,Maize,23450
1996,1342.0,22.87,25.32,Central African Republic,Plantains and others,27693
2010,151.0,11.49,30.32,Niger,Cassava,217784
2000,1083.0,44957.52,24.57,India,Potatoes,186443
2001,2875.0,39406.48,27.24,Malaysia,Maize,30455
1991,600.0,5422.0,7.9,Poland,Maize,48468
2006,1083.0,37423.0,26.99,India,Sweet potatoes,86849
2002,593.0,27915.0,12.24,Turkey,Wheat,21006
1993,1020.0,1080.0,21.0,Zambia,Potatoes,90909
2005,494.0,7914.31,26.8,Pakistan,Potatoes,180795
2007,1010.0,40.0,24.24,Angola,Cassava,115387
2002,534.0,26651.0,18.93,Australia,Sorghum,24561
2007,758.0,64501.28,16.8,Mexico,Soybeans,14121
2002,74.0,68.0,28.25,Qatar,Maize,124627
1995,867.0,84011.0,11.69,France,Soybeans,25723
2008,534.0,42935.38,17.32,Australia,Wheat,10788
1998,56.0,1262.38,19.75,Libya,Potatoes,180000
1991,854.0,9357.0,16.09,Portugal,Wheat,20982
1999,2041.0,501.85,24.11,Mauritius,Potatoes,239781
2010,1083.0,40093.69,26.51,India,Sweet potatoes,92069
2004,2274.0,29799.84,22.04,Ecuador,Sorghum,20000
2011,494.0,1979.27,27.41,Pakistan,Soybeans,6953
1998,636.0,35070.0,12.4,Spain,Sweet potatoes,169231
2006,2875.0,39406.48,27.29,Malaysia,Sweet potatoes,142868
2009,608.0,1717.25,9.74,Bulgaria,"Rice, paddy",52263
2000,832.0,79447.0,8.13,Italy,Sorghum,63445
2004,495.0,26857.0,18.75,South Africa,Soybeans,16296
1993,534.0,23899.0,11.84,Australia,"Rice, paddy",76400
2011,216.0,1795.94,23.44,Iraq,Sorghum,31873
2011,847.0,5740.44,11.69,Belgium,Maize,119360
2002,1083.0,42482.56,26.55,India,"Rice, paddy",26163
1999,624.0,1602.0,8.02,Sweden,Potatoes,301953
1995,282.0,28.73,27.25,Mali,Potatoes,182175
1999,537.0,44293.0,7.75,Canada,Maize,79747
2005,1181.0,295.51,21.37,Malawi,Maize,8093
1997,250.0,8112.0,4.52,Kazakhstan,Maize,18136
2010,637.0,7249.2,11.94,Romania,Potatoes,132960
2001,657.0,2988.54,20.86,Zimbabwe,Wheat,53000
1991,1083.0,72133.0,25.82,India,Maize,13763
2002,1083.0,42482.56,26.55,India,Potatoes,194173
2013,1761.0,367778.0,17.84,Brazil,Sweet potatoes,130913
2010,1181.0,584.12,21.34,Malawi,Cassava,204311
2009,1300.0,13475.41,16.96,Uruguay,"Rice, paddy",80100
1991,2702.0,3259.0,27.05,Indonesia,Cassava,120946
2004,1083.0,35113.0,26.24,India,"Rice, paddy",29756
1998,92.0,39.09,28.52,Mauritania,Sorghum,4677
1998,758.0,34468.93,16.21,Mexico,Maize,23429
2008,1668.0,58750.0,15.96,Japan,"Rice, paddy",67786
2008,216.0,1245.94,24.09,Iraq,Potatoes,105689
2011,1083.0,55540.0,24.35,India,Sorghum,9487
1997,1113.0,3026.25,10.18,Croatia,Soybeans,24622
1995,1083.0,61257.0,26.01,India,Wheat,25590
1994,537.0,29206.0,5.95,Canada,Soybeans,27447
1992,2875.0,39406.48,27.05,Malaysia,Sweet potatoes,110000
1990,1083.0,75000.0,25.16,India,Soybeans,10145
2002,1010.0,40.0,24.79,Angola,"Rice, paddy",13198
1999,537.0,44293.0,6.02,Canada,Soybeans,27698
2008,867.0,78577.0,11.28,France,Soybeans,28986
1997,1976.0,6980.0,25.03,Honduras,Soybeans,20000
1991,1761.0,58349.44,20.13,Brazil,"Rice, paddy",23020
1999,636.0,33614.0,17.14,Spain,Sweet potatoes,160726
1992,1083.0,70791.0,25.89,India,Wheat,23940
1999,1083.0,46195.0,24.9,India,Wheat,25901
2009,2274.0,9666.87,22.42,Ecuador,Sorghum,16447
1997,92.0,39.09,28.28,Mauritania,"Rice, paddy",37189
2008,832.0,79643.0,7.91,Italy,Soybeans,32121
1995,1996.0,12004.33,19.98,Guatemala,Sorghum,11610
2007,867.0,77255.0,11.75,France,"Rice, paddy",46354
1992,89.0,1215.47,16.27,Algeria,Potatoes,107917
2008,636.0,40719.0,11.92,Spain,Wheat,32483
1994,3142.0,176.0,25.07,Papua New Guinea,Sorghum,24286
2008,630.0,1578.0,16.66,Kenya,Potatoes,214815
1996,1083.0,56114.0,27.37,India,Wheat,24828
2000,1083.0,44957.52,25.35,India,Cassava,269087
2006,832.0,74349.0,8.15,Italy,"Rice, paddy",62772
1998,758.0,34468.93,20.31,Mexico,Wheat,42077
2011,1761.0,345026.0,25.28,Brazil,Wheat,26602
2005,537.0,36363.0,7.89,Canada,Soybeans,27082
2004,637.0,6778.2,11.63,Romania,Maize,45497
1996,1083.0,56114.0,24.78,India,Soybeans,10319
1992,1410.0,4971.0,26.45,Dominican Republic,"Rice, paddy",89767
1990,832.0,100596.4,12.83,Italy,Sorghum,48234
2001,1761.0,151523.0,22.14,Brazil,Wheat,19488
2008,1083.0,14485.33,25.68,India,Soybeans,10415
2001,494.0,11871.0,25.18,Pakistan,Wheat,23254
1999,700.0,30019.0,5.55,Germany,Soybeans,26010
1992,537.0,29387.0,8.05,Canada,Potatoes,118173
1993,1083.0,66388.0,24.34,India,Soybeans,10857
2001,758.0,31373.3,19.32,Mexico,"Rice, paddy",42576
2013,1181.0,1500.27,19.68,Malawi,"Rice, paddy",19174
2001,1537.0,1561.9,7.82,Switzerland,Potatoes,375698
2013,1485.0,982.32,17.41,Albania,Maize,69533
2006,216.0,824.14,23.82,Iraq,Soybeans,9095
1991,1020.0,1080.0,20.84,Zambia,Soybeans,9491
1992,1761.0,67003.89,21.35,Brazil,Sweet potatoes,104452
1991,1083.0,72133.0,25.49,India,Maize,13763
1997,1083.0,52279.0,23.26,India,"Rice, paddy",28457
2001,59.0,3194.48,26.67,Saudi Arabia,Potatoes,240917
1997,700.0,30414.0,9.73,Germany,Soybeans,20000
2001,637.0,7871.1,11.9,Romania,Sorghum,13381
2012,1761.0,346583.0,19.72,Brazil,Wheat,23100
2009,1083.0,28707.01,25.38,India,Soybeans,10236
2010,2274.0,31637.12,17.79,Ecuador,Soybeans,16279
1994,3142.0,176.0,25.07,Papua New Guinea,"Rice, paddy",17844
1996,1083.0,56114.0,25.9,India,Sweet potatoes,80716
2008,1083.0,14485.33,25.65,India,Wheat,28022
1990,788.0,0.3,14.48,Lesotho,Wheat,8118
2002,3240.0,84023.26,22.73,Colombia,Maize,22773
1994,1083.0,61357.0,25.87,India,Wheat,23796
2009,2702.0,1597.0,27.69,Indonesia,Cassava,187461
2012,758.0,64512.22,16.43,Mexico,Potatoes,268098
2011,1342.0,22.87,25.23,Central African Republic,Potatoes,11574
2010,1083.0,40093.69,24.98,India,Potatoes,199299
1992,2331.0,197.5,27.04,Suriname,"Rice, paddy",37975
2013,2280.0,4413.82,27.26,Nicaragua,Sorghum,18259
2011,1113.0,1638.74,11.02,Croatia,Sorghum,32000
